z, cos(theta)
69.00000	-0.98000	0.00000
69.00000	-0.94000	0.00001
69.00000	-0.90000	0.00000
69.00000	-0.86000	0.00000
69.00000	-0.82000	0.00000
69.00000	-0.78000	0.00000
69.00000	-0.74000	0.00000
69.00000	-0.70000	0.00000
69.00000	-0.66000	0.00000
69.00000	-0.62000	0.00000
69.00000	-0.58000	0.00000
69.00000	-0.54000	0.00000
69.00000	-0.50000	0.00000
69.00000	-0.46000	0.00000
69.00000	-0.42000	0.00000
69.00000	-0.38000	0.00000
69.00000	-0.34000	0.00000
69.00000	-0.30000	0.00000
69.00000	-0.26000	0.00000
69.00000	-0.22000	0.00000
69.00000	-0.18000	0.00000
69.00000	-0.14000	0.00000
69.00000	-0.10000	0.00000
69.00000	-0.06000	0.00000
69.00000	-0.02000	0.00000
69.00000	0.02000	0.00000
69.00000	0.06000	0.00000
69.00000	0.10000	0.00000
69.00000	0.14000	0.00000
69.00000	0.18000	0.00000
69.00000	0.22000	0.00000
69.00000	0.26000	0.00000
69.00000	0.30000	0.00000
69.00000	0.34000	0.00000
69.00000	0.38000	0.00000
69.00000	0.42000	0.00000
69.00000	0.46000	0.00000
69.00000	0.50000	0.00000
69.00000	0.54000	0.00000
69.00000	0.58000	0.00000
69.00000	0.62000	0.00000
69.00000	0.66000	0.00000
69.00000	0.70000	0.00000
69.00000	0.74000	0.00000
69.00000	0.78000	0.00000
69.00000	0.82000	0.00000
69.00000	0.86000	0.00000
69.00000	0.90000	0.00000
69.00000	0.94000	0.00000
69.00000	0.98000	0.00000
71.00000	-0.98000	0.00001
71.00000	-0.94000	0.00001
71.00000	-0.90000	0.00001
71.00000	-0.86000	0.00001
71.00000	-0.82000	0.00000
71.00000	-0.78000	0.00000
71.00000	-0.74000	0.00000
71.00000	-0.70000	0.00002
71.00000	-0.66000	0.00001
71.00000	-0.62000	0.00000
71.00000	-0.58000	0.00000
71.00000	-0.54000	0.00000
71.00000	-0.50000	0.00000
71.00000	-0.46000	0.00000
71.00000	-0.42000	0.00001
71.00000	-0.38000	0.00000
71.00000	-0.34000	0.00000
71.00000	-0.30000	0.00000
71.00000	-0.26000	0.00000
71.00000	-0.22000	0.00000
71.00000	-0.18000	0.00000
71.00000	-0.14000	0.00000
71.00000	-0.10000	0.00000
71.00000	-0.06000	0.00000
71.00000	-0.02000	0.00000
71.00000	0.02000	0.00000
71.00000	0.06000	0.00000
71.00000	0.10000	0.00000
71.00000	0.14000	0.00000
71.00000	0.18000	0.00000
71.00000	0.22000	0.00000
71.00000	0.26000	0.00000
71.00000	0.30000	0.00000
71.00000	0.34000	0.00000
71.00000	0.38000	0.00000
71.00000	0.42000	0.00000
71.00000	0.46000	0.00000
71.00000	0.50000	0.00000
71.00000	0.54000	0.00000
71.00000	0.58000	0.00000
71.00000	0.62000	0.00000
71.00000	0.66000	0.00000
71.00000	0.70000	0.00000
71.00000	0.74000	0.00000
71.00000	0.78000	0.00000
71.00000	0.82000	0.00000
71.00000	0.86000	0.00000
71.00000	0.90000	0.00000
71.00000	0.94000	0.00000
71.00000	0.98000	0.00000
73.00000	-0.98000	0.00008
73.00000	-0.94000	0.00007
73.00000	-0.90000	0.00011
73.00000	-0.86000	0.00010
73.00000	-0.82000	0.00007
73.00000	-0.78000	0.00007
73.00000	-0.74000	0.00003
73.00000	-0.70000	0.00007
73.00000	-0.66000	0.00008
73.00000	-0.62000	0.00009
73.00000	-0.58000	0.00004
73.00000	-0.54000	0.00007
73.00000	-0.50000	0.00004
73.00000	-0.46000	0.00005
73.00000	-0.42000	0.00005
73.00000	-0.38000	0.00003
73.00000	-0.34000	0.00003
73.00000	-0.30000	0.00005
73.00000	-0.26000	0.00003
73.00000	-0.22000	0.00002
73.00000	-0.18000	0.00001
73.00000	-0.14000	0.00004
73.00000	-0.10000	0.00000
73.00000	-0.06000	0.00001
73.00000	-0.02000	0.00001
73.00000	0.02000	0.00000
73.00000	0.06000	0.00000
73.00000	0.10000	0.00002
73.00000	0.14000	0.00000
73.00000	0.18000	0.00000
73.00000	0.22000	0.00000
73.00000	0.26000	0.00000
73.00000	0.30000	0.00002
73.00000	0.34000	0.00000
73.00000	0.38000	0.00000
73.00000	0.42000	0.00000
73.00000	0.46000	0.00000
73.00000	0.50000	0.00000
73.00000	0.54000	0.00000
73.00000	0.58000	0.00000
73.00000	0.62000	0.00000
73.00000	0.66000	0.00000
73.00000	0.70000	0.00000
73.00000	0.74000	0.00000
73.00000	0.78000	0.00000
73.00000	0.82000	0.00000
73.00000	0.86000	0.00000
73.00000	0.90000	0.00000
73.00000	0.94000	0.00000
73.00000	0.98000	0.00000
75.00000	-0.98000	0.00112
75.00000	-0.94000	0.00109
75.00000	-0.90000	0.00118
75.00000	-0.86000	0.00114
75.00000	-0.82000	0.00113
75.00000	-0.78000	0.00077
75.00000	-0.74000	0.00078
75.00000	-0.70000	0.00078
75.00000	-0.66000	0.00076
75.00000	-0.62000	0.00076
75.00000	-0.58000	0.00075
75.00000	-0.54000	0.00065
75.00000	-0.50000	0.00066
75.00000	-0.46000	0.00040
75.00000	-0.42000	0.00050
75.00000	-0.38000	0.00051
75.00000	-0.34000	0.00043
75.00000	-0.30000	0.00030
75.00000	-0.26000	0.00041
75.00000	-0.22000	0.00028
75.00000	-0.18000	0.00023
75.00000	-0.14000	0.00015
75.00000	-0.10000	0.00029
75.00000	-0.06000	0.00025
75.00000	-0.02000	0.00013
75.00000	0.02000	0.00012
75.00000	0.06000	0.00012
75.00000	0.10000	0.00014
75.00000	0.14000	0.00012
75.00000	0.18000	0.00007
75.00000	0.22000	0.00005
75.00000	0.26000	0.00002
75.00000	0.30000	0.00006
75.00000	0.34000	0.00007
75.00000	0.38000	0.00006
75.00000	0.42000	0.00003
75.00000	0.46000	0.00005
75.00000	0.50000	0.00001
75.00000	0.54000	0.00002
75.00000	0.58000	0.00001
75.00000	0.62000	0.00001
75.00000	0.66000	0.00000
75.00000	0.70000	0.00000
75.00000	0.74000	0.00000
75.00000	0.78000	0.00000
75.00000	0.82000	0.00000
75.00000	0.86000	0.00000
75.00000	0.90000	0.00000
75.00000	0.94000	0.00000
75.00000	0.98000	0.00000
77.00000	-0.98000	0.00751
77.00000	-0.94000	0.00674
77.00000	-0.90000	0.00700
77.00000	-0.86000	0.00635
77.00000	-0.82000	0.00581
77.00000	-0.78000	0.00546
77.00000	-0.74000	0.00525
77.00000	-0.70000	0.00493
77.00000	-0.66000	0.00493
77.00000	-0.62000	0.00442
77.00000	-0.58000	0.00438
77.00000	-0.54000	0.00396
77.00000	-0.50000	0.00365
77.00000	-0.46000	0.00348
77.00000	-0.42000	0.00335
77.00000	-0.38000	0.00314
77.00000	-0.34000	0.00280
77.00000	-0.30000	0.00289
77.00000	-0.26000	0.00264
77.00000	-0.22000	0.00228
77.00000	-0.18000	0.00201
77.00000	-0.14000	0.00209
77.00000	-0.10000	0.00176
77.00000	-0.06000	0.00138
77.00000	-0.02000	0.00148
77.00000	0.02000	0.00116
77.00000	0.06000	0.00111
77.00000	0.10000	0.00101
77.00000	0.14000	0.00089
77.00000	0.18000	0.00077
77.00000	0.22000	0.00072
77.00000	0.26000	0.00068
77.00000	0.30000	0.00051
77.00000	0.34000	0.00050
77.00000	0.38000	0.00054
77.00000	0.42000	0.00043
77.00000	0.46000	0.00019
77.00000	0.50000	0.00029
77.00000	0.54000	0.00015
77.00000	0.58000	0.00016
77.00000	0.62000	0.00021
77.00000	0.66000	0.00012
77.00000	0.70000	0.00007
77.00000	0.74000	0.00008
77.00000	0.78000	0.00007
77.00000	0.82000	0.00003
77.00000	0.86000	0.00003
77.00000	0.90000	0.00003
77.00000	0.94000	0.00001
77.00000	0.98000	0.00000
79.00000	-0.98000	0.02285
79.00000	-0.94000	0.02271
79.00000	-0.90000	0.02138
79.00000	-0.86000	0.01999
79.00000	-0.82000	0.01881
79.00000	-0.78000	0.01808
79.00000	-0.74000	0.01757
79.00000	-0.70000	0.01609
79.00000	-0.66000	0.01585
79.00000	-0.62000	0.01497
79.00000	-0.58000	0.01388
79.00000	-0.54000	0.01275
79.00000	-0.50000	0.01205
79.00000	-0.46000	0.01153
79.00000	-0.42000	0.01123
79.00000	-0.38000	0.01061
79.00000	-0.34000	0.01044
79.00000	-0.30000	0.00974
79.00000	-0.26000	0.00922
79.00000	-0.22000	0.00898
79.00000	-0.18000	0.00843
